1310,256,7681,21570,29440
1312,256,7681,30757,38400
1314,256,7681,27457,35328
1316,256,7681,32596,40448
1318,256,7681,26197,34048
1320,256,7681,22868,30720
1322,256,7681,32978,40704
1324,256,7681,30736,38400
1326,256,7681,22860,30720
1328,256,7681,34637,42496
1330,256,7681,37723,45568
1332,256,7681,36963,44800
1334,256,7681,32596,40448
1336,256,7681,16703,24576
1338,256,7681,29758,37632
1340,256,7681,30765,38400
1562,256,7681,25908,33792
1564,256,7681,30035,37888
1566,256,7681,18769,26624
1568,256,7681,30266,38144
1570,256,7681,21558,29440
1572,256,7681,30762,38400
1574,256,7681,27452,35328
1576,256,7681,32579,40448
1578,256,7681,26193,34048
1580,256,7681,22842,30720
1582,256,7681,32983,40704
1584,256,7681,30744,38400
1586,256,7681,22839,30720
1588,256,7681,34625,42496
1590,256,7681,37719,45568
1592,256,7681,36934,44800
1594,256,7681,32592,40448
1596,256,7681,16700,24576
1598,256,7681,29762,37632
1600,256,7681,30757,38400
1692,256,7681,22842,30720
1694,256,7681,30745,38400
1696,256,7681,32567,40448
1698,256,7681,34624,42496
1700,256,7681,30753,38400
1702,256,7681,36934,44800
1704,256,7681,30275,38144
1706,256,7681,16696,24576
1708,256,7681,30035,37888
1710,256,7681,30753,38400
1712,256,7681,25908,33792
1714,256,7681,29767,37632
1716,256,7681,18752,26624
1718,256,7681,32592,40448
1720,256,7681,21558,29440
1722,256,7681,37723,45568
1724,256,7681,27448,35328
1726,256,7681,22843,30720
1728,256,7681,26176,34048
1730,256,7681,32979,40704
1952,256,7681,36926,44800
1954,256,7681,16700,24576
1956,256,7681,34620,42496
1958,256,7681,30757,38400
1960,256,7681,30736,38400
1962,256,7681,29762,37632
1964,256,7681,22867,30720
1966,256,7681,32571,40448
1968,256,7681,32571,40448
1970,256,7681,37719,45568
1972,256,7681,30749,38400
1974,256,7681,22842,30720
1976,256,7681,30275,38144
1978,256,7681,33008,40704
1980,256,7681,30040,37888
1982,256,7681,26197,34048
2082,256,7681,16695,24576
2084,256,7681,30762,38400
2086,256,7681,36934,44800
2088,256,7681,29762,37632
2090,256,7681,34620,42496
2092,256,7681,32596,40448
2094,256,7681,30736,38400
2096,256,7681,37719,45568
2098,256,7681,22842,30720
2100,256,7681,22842,30720
2102,256,7681,32567,40448
2104,256,7681,32982,40704
2106,256,7681,30761,38400
2108,256,7681,26193,34048
2110,256,7681,30266,38144
2112,256,7681,27473,35328
2114,256,7681,30044,37888
2116,256,7681,21562,29440
2118,256,7681,25941,33792
2120,256,7681,18770,26624
2212,256,7681,30753,38400
2214,256,7681,29758,37632
2216,256,7681,16699,24576
2218,256,7681,32579,40448
2220,256,7681,36937,44800
2222,256,7681,37693,45568
2224,256,7681,34641,42496
2226,256,7681,22842,30720
2228,256,7681,30732,38400
2230,256,7681,32979,40704
2232,256,7681,22842,30720
2234,256,7681,26193,34048
2236,256,7681,32579,40448
2238,256,7681,27453,35328
2240,256,7681,30753,38400
2242,256,7681,21565,29440
2244,256,7681,30262,38144
2246,256,7681,18765,26624
2248,256,7681,30030,37888
2250,256,7681,25911,33792
2342,256,7681,29754,37632
2344,256,7681,32571,40448
2346,256,7681,30753,38400
2348,256,7681,37689,45568
2350,256,7681,16700,24576
2352,256,7681,22851,30720
2354,256,7681,36925,44800
2356,256,7681,33008,40704
2358,256,7681,34637,42496
2360,256,7681,26172,34048
2362,256,7681,30736,38400
2364,256,7681,27448,35328
2366,256,7681,22838,30720
2368,256,7681,21558,29440
2370,256,7681,32571,40448
2372,256,7681,18774,26624
2374,256,7681,30757,38400
2376,256,7681,25912,33792
2378,256,7681,30270,38144
2380,256,7681,30056,37888
2472,256,7681,32571,40448
2474,256,7681,37715,45568
2476,256,7681,29758,37632
2478,256,7681,22843,30720
2480,256,7681,30749,38400
2482,256,7681,32982,40704
2484,256,7681,16695,24576
2486,256,7681,26176,34048
2488,256,7681,36933,44800
2490,256,7681,27448,35328
2492,256,7681,34645,42496
2494,256,7681,21561,29440
2496,256,7681,30745,38400
2498,256,7681,18774,26624
2500,256,7681,22838,30720
2502,256,7681,25912,33792
2504,256,7681,32575,40448
2506,256,7681,30039,37888
2508,256,7681,30753,38400
2510,256,7681,30274,38144
2602,256,7681,37715,45568
2604,256,7681,22846,30720
2606,256,7681,32576,40448
2608,256,7681,32978,40704
2610,256,7681,29758,37632
2612,256,7681,26202,34048
2614,256,7681,30761,38400
2616,256,7681,27448,35328
2618,256,7681,16696,24576
2620,256,7681,21558,29440
2622,256,7681,36921,44800
2624,256,7681,18773,26624
2626,256,7681,34645,42496
2628,256,7681,25911,33792
2630,256,7681,30736,38400
2632,256,7681,30043,37888
2634,256,7681,22867,30720
2636,256,7681,30270,38144
2638,256,7681,32567,40448
2640,256,7681,30757,38400
2732,256,7681,22842,30720
2734,256,7681,32978,40704
2736,256,7681,37718,45568
2738,256,7681,26172,34048
2740,256,7681,32592,40448
2742,256,7681,27448,35328
2744,256,7681,29771,37632
2746,256,7681,21566,29440
2748,256,7681,30757,38400
2750,256,7681,18770,26624
2752,256,7681,16700,24576
2754,256,7681,25941,33792
2756,256,7681,36934,44800
2758,256,7681,30035,37888
2760,256,7681,34620,42496
2762,256,7681,30274,38144
2764,256,7681,30732,38400
2766,256,7681,30753,38400
2768,256,7681,22843,30720
2770,256,7681,32566,40448
2862,256,7681,32995,40704
2864,256,7681,26172,34048
2866,256,7681,22843,30720
2868,256,7681,27448,35328
2870,256,7681,37694,45568
2872,256,7681,21566,29440
2874,256,7681,32575,40448
2876,256,7681,18765,26624
2878,256,7681,29758,37632
2880,256,7681,25908,33792
2882,256,7681,30758,38400
2884,256,7681,30039,37888
2886,256,7681,16700,24576
2888,256,7681,30278,38144
2890,256,7681,36925,44800
2892,256,7681,30753,38400
2894,256,7681,34624,42496
2896,256,7681,32584,40448
2898,256,7681,30736,38400
2900,256,7681,22839,30720
2992,256,7681,26193,34048
2994,256,7681,27448,35328
2996,256,7681,32979,40704
2998,256,7681,21566,29440
3000,256,7681,22838,30720
3002,256,7681,18774,26624
3004,256,7681,37714,45568
3006,256,7681,25907,33792
3008,256,7681,32592,40448
3010,256,7681,30035,37888
3012,256,7681,29762,37632
3014,256,7681,30274,38144
3016,256,7681,30753,38400
3018,256,7681,30757,38400
3020,256,7681,16700,24576
3022,256,7681,32566,40448
3024,256,7681,36942,44800
3026,256,7681,22842,30720
3028,256,7681,34645,42496
3030,256,7681,30736,38400
3122,256,7681,27457,35328
3124,256,7681,21562,29440
3126,256,7681,26193,34048
3128,256,7681,18770,26624
3130,256,7681,32987,40704
3132,256,7681,25916,33792
3134,256,7681,22842,30720
3136,256,7681,30056,37888
3138,256,7681,37697,45568
3140,256,7681,30262,38144
3142,256,7681,32592,40448
3144,256,7681,30748,38400
3146,256,7681,29758,37632
3148,256,7681,32567,40448
3150,256,7681,30757,38400
3152,256,7681,22842,30720
3154,256,7681,16695,24576
3156,256,7681,30737,38400
3158,256,7681,36938,44800
3160,256,7681,34624,42496
3382,256,7681,18782,26624
3384,256,7681,25912,33792
3386,256,7681,21562,29440
3388,256,7681,30040,37888
3390,256,7681,27448,35328
3392,256,7681,30275,38144
3394,256,7681,26168,34048
3396,256,7681,30753,38400
3398,256,7681,32978,40704
3400,256,7681,32584,40448
3402,256,7681,22838,30720
3404,256,7681,22838,30720
3406,256,7681,37715,45568
3408,256,7681,30744,38400
3410,256,7681,32571,40448
3412,256,7681,34624,42496
3414,256,7681,29757,37632
3416,256,7681,36942,44800
3418,256,7681,30757,38400
3420,256,7681,16699,24576
3512,256,7681,25911,33792
3514,256,7681,30039,37888
3516,256,7681,18753,26624
3518,256,7681,30270,38144
3520,256,7681,21558,29440
3522,256,7681,30761,38400
3524,256,7681,27453,35328
3526,256,7681,32571,40448
3528,256,7681,26193,34048
3530,256,7681,22843,30720
3532,256,7681,33007,40704
3534,256,7681,30740,38400
3536,256,7681,22843,30720
3538,256,7681,34620,42496
3540,256,7681,37714,45568
3542,256,7681,36921,44800
3544,256,7681,32575,40448
3546,256,7681,16699,24576
3548,256,7681,29762,37632
3550,256,7681,30758,38400
3642,256,7681,30035,37888
3644,256,7681,30261,38144
3646,256,7681,25912,33792
3648,256,7681,30753,38400
3650,256,7681,18774,26624
3652,256,7681,32588,40448
3654,256,7681,21562,29440
3656,256,7681,22847,30720
3658,256,7681,27449,35328
3660,256,7681,30736,38400
3662,256,7681,26193,34048
3664,256,7681,34641,42496
3666,256,7681,32978,40704
3668,256,7681,36921,44800
3670,256,7681,22842,30720
3672,256,7681,16699,24576
3674,256,7681,37714,45568
3676,256,7681,30753,38400
3678,256,7681,32601,40448
3680,256,7681,29750,37632
3772,256,7681,30274,38144
3774,256,7681,30757,38400
3776,256,7681,30043,37888
3778,256,7681,32583,40448
3780,256,7681,25916,33792
3782,256,7681,22843,30720
3784,256,7681,18765,26624
3786,256,7681,30732,38400
3788,256,7681,21562,29440
3790,256,7681,34620,42496
3792,256,7681,27449,35328
3794,256,7681,36951,44800
3796,256,7681,26202,34048
3798,256,7681,16700,24576
3800,256,7681,32983,40704
3802,256,7681,30748,38400
3804,256,7681,22842,30720
3806,256,7681,29766,37632
3808,256,7681,37715,45568
3810,256,7681,32571,40448
